Address,Height,TotalGas,x1,x2,x3,x4,x5,x6,x7,x8
f02089042,3054543,64819223,1,0,0,0,360,0,1,0
f02101223,3054543,65360230,0,0,0,7,359,0,0,0
f02188881,3054543,53121757,0,0,0,0,361,0,0,0
f02211657,3054543,25879413,0,0,0,0,0,0,0,0
f0222947,3054543,63790547,1,0,0,0,357,0,1,0
f02244985,3054543,53243274,0,0,0,0,361,0,0,0
f023219,3054543,58009505,0,0,0,1,356,0,0,0
f023467,3054543,50152301,0,0,0,0,345,0,0,0
f023882,3054543,38118461,0,0,0,0,191,0,0,0
f02528,3054543,71049953,7,0,0,0,361,0,1,0
f02625,3054543,63176081,1,0,0,0,358,0,1,0
f0393119,3054543,51672156,0,0,0,0,355,0,0,0
f0398865,3054543,48758596,0,0,0,0,318,0,0,0
f0410319,3054543,51539992,0,0,0,0,355,0,0,0
f0418652,3054543,64074087,1,0,0,0,360,0,1,0
f0674600,3054543,51698196,0,0,0,0,353,0,0,0
f0754993,3054543,51746242,0,0,0,0,353,0,0,0
f0765071,3054543,71352272,3,0,0,0,361,0,1,0
f0844271,3054543,65800486,1,0,0,0,361,0,1,0
f0870005,3054543,50813179,0,0,0,0,339,0,0,0
f0878807,3054543,26004470,0,0,0,0,12,0,0,0
f0102376,3054544,36729772,0,0,0,0,168,0,0,0
f01025894,3054544,63515849,1,0,0,0,353,0,1,0
f0109606,3054544,63288011,1,0,0,0,361,0,1,0
f01104018,3054544,65812764,4,0,0,0,361,0,1,0
f01111131,3054544,46935118,0,0,0,0,287,0,0,0
f01117949,3054544,51686662,0,0,0,0,351,0,0,0
f01118032,3054544,64981087,1,0,0,0,357,0,1,0
f01118739,3054544,28081664,0,0,0,0,39,0,0,0
f01132085,3054544,66323975,1,0,0,0,361,0,1,0
f01139313,3054544,26405092,0,0,0,0,16,0,0,0
f01156568,3054544,50883022,0,0,0,0,338,0,0,0
f01165179,3054544,53718578,0,0,0,0,356,0,0,0
f01211025,3054544,32824751,0,0,0,0,98,0,0,0
f0124158,3054544,35938308,0,0,0,0,160,0,0,0
f01250204,3054544,39760121,0,0,0,0,182,0,0,0
f01252145,3054544,71202035,2,0,0,0,361,0,1,0
f0132178,3054544,52501557,0,0,0,0,361,0,0,0
f0133833,3054544,51483935,0,0,0,0,360,0,0,0
f01384160,3054544,59183750,0,0,0,0,361,0,0,0
f01422555,3054544,66137026,1,0,0,0,359,0,1,0
f01442089,3054544,44244476,0,0,0,0,246,0,0,0
f01505197,3054544,64913875,1,0,0,0,361,0,1,0
f01545883,3054544,53879930,0,0,0,0,359,0,0,0
f0158156,3054544,23414325,0,0,0,0,0,0,0,0
f01622243,3054544,52964143,0,0,0,0,359,0,0,0
f0169097,3054544,121951887,2,0,0,0,355,910,1,0
f01694476,3054544,51494876,0,0,0,0,340,0,0,0
f01752989,3054544,64942063,1,0,0,0,358,0,1,0
f01756683,3054544,36461691,0,0,0,0,139,0,0,0
f01770524,3054544,53337372,0,0,0,0,360,0,0,0
f01851329,3054544,50805068,0,0,0,0,326,0,0,0
f01852363,3054544,126506746,1,0,0,23,361,0,1,0
f01854892,3054544,52449437,0,0,0,0,347,0,0,0
f01864509,3054544,65633221,1,0,0,0,361,0,1,0
f01869529,3054544,67179205,3,0,0,0,361,0,1,0
f01894522,3054544,53274446,0,0,0,0,356,0,0,0
f01895707,3054544,54766431,0,0,0,0,361,0,0,0
f019551,3054544,50246586,0,0,0,0,351,0,0,0
f01975320,3054544,53799614,0,0,0,0,360,0,0,0
f01993388,3054544,79908215,1,0,0,16,361,0,1,0
f02038211,3054544,53926377,0,0,0,0,361,0,0,0
f02044977,3054544,54677026,0,0,0,0,361,0,0,0
f02086809,3054544,71105822,0,0,0,3,358,0,0,0
f02114868,3054544,88494930,1,0,0,60,361,0,1,0
f02169441,3054544,53888826,0,0,0,0,358,0,0,0
f02192496,3054544,398268695,1,0,0,105,361,0,1,0
f02205811,3054544,87595302,1,0,0,27,361,0,1,0
f02237010,3054544,69403164,1,0,0,0,360,0,1,0
f039940,3054544,52118287,0,0,0,0,359,0,0,0
f0409272,3054544,48932543,0,0,0,0,327,0,0,0
f0422266,3054544,51426363,0,0,0,0,357,0,0,0
f0432570,3054544,64239417,1,0,0,0,360,0,1,0
f0440182,3054544,48304450,0,0,0,0,315,0,0,0
f0454186,3054544,52608787,0,0,0,0,359,0,0,0
f0488215,3054544,63909751,1,0,0,0,361,0,1,0
f0513351,3054544,50693933,0,0,0,0,345,0,0,0
f061666,3054544,32767551,0,0,0,0,96,0,0,0
f0682032,3054544,63727226,1,0,0,0,358,0,1,0
f0687206,3054544,51817890,0,0,0,0,358,0,0,0
f0692371,3054544,63693047,1,0,0,0,356,0,1,0
f0704898,3054544,27402344,0,0,0,0,36,0,0,0
f0752695,3054544,51232460,0,0,0,0,351,0,0,0
f0763048,3054544,69255977,1,0,0,0,361,0,1,0
f0838873,3054544,49847628,0,0,0,0,328,0,0,0
f0870354,3054544,64793624,2,0,0,0,360,0,1,0
f010399,3054545,50767633,0,0,0,0,352,0,0,0
f01043666,3054545,50338197,0,0,0,0,334,0,0,0
f01131466,3054545,68674252,1,0,0,0,340,0,1,0
f01132066,3054545,67399768,4,0,0,0,361,0,1,0
f01132569,3054545,64553668,1,0,0,0,354,0,1,0
f01159754,3054545,64687613,1,0,0,0,361,0,1,0
f0117146,3054545,50629879,0,0,0,0,348,0,0,0
f01171513,3054545,65499278,11,0,0,0,361,0,1,0
f01197876,3054545,52246314,0,0,0,0,355,0,0,0
f01218102,3054545,64392944,1,0,0,0,360,0,1,0
f01224187,3054545,53544871,0,0,0,0,299,0,0,0
f01225783,3054545,101735110,4,1,0,0,360,0,1,1
f0123275,3054545,37553076,0,0,0,0,176,0,0,0
f0131654,3054545,46579132,0,0,0,0,294,0,0,0
f0143160,3054545,63864291,1,0,0,0,361,0,1,0
f01461671,3054545,73019268,1,0,0,0,359,0,1,0
f01475317,3054545,52314891,0,0,0,0,354,0,0,0
f01538815,3054545,64809585,1,0,0,0,361,0,1,0
f0154039,3054545,31669393,0,0,0,0,95,0,0,0
f01606849,3054545,65945525,1,0,0,0,361,0,1,0
f01612678,3054545,49881551,0,0,0,0,321,0,0,0
f0165375,3054545,63656492,1,0,0,0,358,0,1,0
f01656666,3054545,69865018,0,0,0,1,361,0,0,0
f01716466,3054545,66153033,13,0,0,0,361,0,1,0
f01737396,3054545,64373326,1,0,0,0,352,0,1,0
f01755999,3054545,65293337,2,0,0,0,361,0,1,0
f01775263,3054545,65369697,1,0,0,0,360,0,1,0
f01794214,3054545,51672639,0,0,0,0,342,0,0,0
f01808139,3054545,66393572,1,0,0,0,361,0,1,0
f01829488,3054545,65315195,1,0,0,0,359,0,1,0
f01833405,3054545,53031224,0,0,0,0,357,0,0,0
f01841131,3054545,54160969,0,0,0,0,361,0,0,0
f01844329,3054545,65915460,1,0,0,0,360,0,1,0
f01878201,3054545,66527645,1,0,0,0,360,0,1,0
f01887327,3054545,66492544,1,0,0,0,361,0,1,0
f01942239,3054545,45542356,0,0,0,0,258,0,0,0
f01969779,3054545,162339597,0,0,0,27,360,0,0,0
f01971520,3054545,53182403,0,0,0,0,354,0,0,0
f01972110,3054545,53744245,0,0,0,0,361,0,0,0
f01983521,3054545,54144684,0,0,0,0,360,0,0,0
f02056391,3054545,55876293,0,0,0,0,361,0,0,0
f02058333,3054545,53897659,0,0,0,0,348,0,0,0
f0214631,3054545,42591386,0,0,0,0,240,0,0,0
f02182348,3054545,65851121,1,0,0,0,361,0,1,0
f02218935,3054545,54755004,0,0,0,0,358,0,0,0
f022227,3054545,50076134,0,0,0,0,346,0,0,0
f02223012,3054545,65857671,1,0,0,0,359,0,1,0
f024182,3054545,25833880,0,0,0,0,25,0,0,0
f029416,3054545,42995684,0,0,0,0,259,0,0,0
f0407287,3054545,66188522,7,0,0,0,361,0,1,0
f0478563,3054545,33506922,0,0,0,0,117,0,0,0
f0496068,3054545,51553199,0,0,0,0,354,0,0,0
f054120,3054545,51333718,0,0,0,0,359,0,0,0
f0693817,3054545,51881540,0,0,0,0,358,0,0,0
f0695014,3054545,57268231,0,0,0,0,361,0,0,0
f070999,3054545,63162963,1,0,0,0,359,0,1,0
f0715446,3054545,51794101,0,0,0,0,356,0,0,0
f0729412,3054545,51708854,0,0,0,0,357,0,0,0
f0748101,3054545,64608608,1,0,0,0,360,0,1,0
f0748875,3054545,29232366,0,0,0,0,58,0,0,0
f099082,3054545,63201684,1,0,0,0,358,0,1,0
f099949,3054545,35723434,0,0,0,0,152,0,0,0
f01016806,3054546,146933730,1,0,1,0,357,0,1,0
f01038099,3054546,64316450,1,0,0,0,358,0,1,0
f01051178,3054546,65334801,2,0,0,0,360,0,1,0
f0114118,3054546,51062776,0,0,0,0,355,0,0,0
f0114687,3054546,31965097,0,0,0,0,103,0,0,0
f01166697,3054546,31540807,0,0,0,0,82,0,0,0
f01169723,3054546,43669215,0,0,0,0,233,0,0,0
f0117118,3054546,27682634,0,0,0,0,45,0,0,0
f01222595,3054546,52726806,0,0,0,0,360,0,0,0
f01240218,3054546,52680637,0,0,0,0,359,0,0,0
f01245980,3054546,65979698,27,0,0,0,361,0,1,0
f01246563,3054546,68834424,5,0,0,0,361,0,1,0
f01255369,3054546,65883584,3,0,0,0,361,0,1,0
f0126097,3054546,29052370,0,0,0,0,64,0,0,0
f01270285,3054546,66300116,3,0,0,0,361,0,1,0
f01276,3054546,62420565,1,0,0,0,351,0,1,0
f01286203,3054546,65601718,1,0,0,0,361,0,1,0
f01302188,3054546,78198717,0,0,0,8,358,0,0,0
f0133886,3054546,33190590,0,0,0,0,118,0,0,0
f01372732,3054546,32111243,0,0,0,0,84,0,0,0
f01399539,3054546,65169538,1,0,0,0,361,0,1,0
f01438485,3054546,60684365,1,0,0,0,311,0,1,0
f01456367,3054546,66623349,1,0,0,0,339,0,1,0
f01482290,3054546,51745716,0,0,0,0,340,0,0,0
f0154294,3054546,28143714,0,0,0,0,50,0,0,0
f01563172,3054546,53185992,0,0,0,0,359,0,0,0
f01605773,3054546,65272183,1,0,0,0,360,0,1,0
f0165400,3054546,51076643,0,0,0,0,353,0,0,0
f01662356,3054546,53187193,0,0,0,0,357,0,0,0
f01690363,3054546,53351426,0,0,0,0,359,0,0,0
f01698807,3054546,68778479,7,0,0,0,361,0,1,0
f01699876,3054546,54142739,0,0,0,0,360,0,0,0
f01717635,3054546,53298517,0,0,0,0,357,0,0,0
f01780720,3054546,66660712,1,0,0,0,361,0,1,0
f01824007,3054546,68088849,4,0,0,0,360,0,1,0
f01835334,3054546,58421082,0,0,0,0,359,0,0,0
f01840436,3054546,66624704,1,0,0,0,361,0,1,0
f01843994,3054546,54464872,0,0,0,0,361,0,0,0
f01902461,3054546,53788354,0,0,0,0,358,0,0,0
f01909429,3054546,66775720,2,0,0,0,361,0,1,0
f01910731,3054546,53887570,0,0,0,0,360,0,0,0
f01924824,3054546,52402289,0,0,0,0,339,0,0,0
f01983523,3054546,67283630,1,0,0,0,361,0,1,0
f01985775,3054546,67308107,1,0,0,0,361,0,1,0
f02045964,3054546,69140936,1,0,0,0,361,0,1,0
f02095764,3054546,52507397,0,0,0,0,360,0,0,0
f02098007,3054546,53596955,0,0,0,0,359,0,0,0
f02121645,3054546,52686802,0,0,0,0,361,0,0,0
f02182251,3054546,53707731,0,0,0,0,360,0,0,0
f02201915,3054546,223771555,0,0,0,32,361,0,0,0
f02225746,3054546,53875766,0,0,0,0,361,0,0,0
f02236965,3054546,53821794,0,0,0,0,360,0,0,0
f0224144,3054546,63440474,1,0,0,0,357,0,1,0
f02245898,3054546,53099096,0,0,0,0,361,0,0,0
f033475,3054546,50402371,0,0,0,0,348,0,0,0
f0396452,3054546,31564579,0,0,0,0,93,0,0,0
f0396684,3054546,51471119,0,0,0,0,355,0,0,0
f0399765,3054546,31113268,0,0,0,0,86,0,0,0
f0401677,3054546,51692699,0,0,0,0,356,0,0,0
f0433691,3054546,52710088,0,0,0,0,361,0,0,0
f0436661,3054546,52018737,0,0,0,0,360,0,0,0
f0456374,3054546,63890433,1,0,0,0,361,0,1,0
f047419,3054546,49435882,0,0,0,0,335,0,0,0
f047666,3054546,49776686,0,0,0,0,339,0,0,0
f0508622,3054546,50624860,0,0,0,0,344,0,0,0
f0701308,3054546,64331516,1,0,0,0,360,0,1,0
f0723722,3054546,70946828,1,0,0,0,351,0,1,0
f0761676,3054546,69292364,1,0,0,0,358,0,1,0
f07709,3054546,70170993,1,0,0,1,327,0,1,0
f0840770,3054546,50188268,0,0,0,0,332,0,0,0
f0858038,3054546,52042913,0,0,0,0,356,0,0,0
f0871532,3054546,24358446,0,0,0,0,0,0,0,0
f0876800,3054546,52457047,0,0,0,0,361,0,0,0
f091987,3054546,63606687,1,0,0,0,348,0,1,0
f01021773,3054547,64301249,1,0,0,0,360,0,1,0
f010617,3054547,49209227,0,0,0,0,337,0,0,0
f01074227,3054547,25445008,0,0,0,0,6,0,0,0
f01097957,3054547,25098313,0,0,0,0,1,0,0,0
f0110283,3054547,51293079,0,0,0,0,358,0,0,0
f01146522,3054547,51804129,0,0,0,0,353,0,0,0
f01154295,3054547,64378749,1,0,0,0,360,0,1,0
f01158296,3054547,48844656,0,0,0,0,315,0,0,0
f01228108,3054547,68649520,6,0,0,0,361,0,1,0
f01250237,3054547,64772227,1,0,0,0,361,0,1,0
f01292160,3054547,52068956,0,0,0,0,351,0,0,0
f01302086,3054547,66248357,2,0,0,0,360,0,1,0
f01318580,3054547,63779042,1,0,0,0,351,0,1,0
f01344282,3054547,50727463,0,0,0,0,337,0,0,0
f0135078,3054547,64631547,1,0,0,0,360,0,1,0
f01399235,3054547,48887769,0,0,0,0,309,0,0,0
f01446978,3054547,64711844,1,0,0,0,359,0,1,0
f01472508,3054547,42142237,0,0,0,0,219,0,0,0
f0148910,3054547,30373664,0,0,0,0,67,0,0,0
f01619524,3054547,51861101,0,0,0,0,331,0,0,0
f01717477,3054547,53883800,0,0,0,0,361,0,0,0
f01757697,3054547,52842373,0,0,0,0,357,0,0,0
f01784768,3054547,25044565,0,0,0,0,0,0,0,0
f01817061,3054547,64737093,1,0,0,0,354,0,1,0
f01843549,3054547,54139319,0,0,0,0,361,0,0,0
f01851060,3054547,67416108,1,0,0,0,360,0,1,0
f01862229,3054547,53327308,0,0,0,0,359,0,0,0
f01873489,3054547,50876743,0,0,0,0,326,0,0,0
f01890287,3054547,54205114,0,0,0,0,360,0,0,0
f01896030,3054547,53020558,0,0,0,0,354,0,0,0
f01901773,3054547,66236583,1,0,0,0,361,0,1,0
f01901907,3054547,52816666,0,0,0,0,350,0,0,0
f01912516,3054547,53379830,0,0,0,0,355,0,0,0
f01916712,3054547,66948083,2,0,0,0,361,0,1,0
f01917009,3054547,53424579,0,0,0,0,356,0,0,0
f01917257,3054547,67055478,1,0,0,0,361,0,1,0
f01923556,3054547,64368779,1,0,0,0,357,0,1,0
f01962589,3054547,67051964,1,0,0,0,361,0,1,0
f01966377,3054547,53289772,0,0,0,0,351,0,0,0
f01986203,3054547,52884769,0,0,0,0,347,0,0,0
f01987281,3054547,51190657,0,0,0,0,316,0,0,0
f01998447,3054547,53950031,0,0,0,0,358,0,0,0
f02005421,3054547,52407996,0,0,0,0,359,0,0,0
f02013269,3054547,69302720,0,0,0,3,359,0,0,0
f02035252,3054547,52612885,0,0,0,0,361,0,0,0
f02041447,3054547,83090497,2,0,0,0,360,0,1,0
f02055540,3054547,39561249,0,0,0,0,179,0,0,0
f02100362,3054547,65731426,1,0,0,0,361,0,1,0
f02118093,3054547,52808341,0,0,0,0,361,0,0,0
f02214073,3054547,97096082,0,0,0,33,361,0,0,0
f0222962,3054547,29919190,0,0,0,0,75,0,0,0
f02233608,3054547,24862511,0,0,0,0,0,0,0,0
f02234029,3054547,66063676,1,0,0,0,360,0,1,0
f0227531,3054547,36084674,0,0,0,0,156,0,0,0
f02301,3054547,75059901,1,0,0,0,361,0,1,0
f03328,3054547,63465352,1,0,0,0,361,0,1,0
f0410120,3054547,26037733,0,0,0,0,23,0,0,0
f0417848,3054547,54619149,0,0,0,0,361,0,0,0
f0463030,3054547,29545274,0,0,0,0,68,0,0,0
f0488889,3054547,43744131,0,0,0,0,252,0,0,0
f0500685,3054547,48194713,0,0,0,0,314,0,0,0
f0522948,3054547,81419306,2,0,0,16,361,0,1,0
f054464,3054547,65691882,1,0,0,0,361,0,1,0
f0673645,3054547,25446189,0,0,0,0,13,0,0,0
f0694232,3054547,36569869,0,0,0,0,159,0,0,0
f0694843,3054547,34748184,0,0,0,0,122,0,0,0
f0717987,3054547,28300058,0,0,0,0,49,0,0,0
f0718311,3054547,38913995,0,0,0,0,181,0,0,0
f0746543,3054547,63835358,1,0,0,0,360,0,1,0
f0761728,3054547,64241579,1,0,0,0,361,0,1,0
f07786,3054547,67845756,1,0,0,0,361,0,1,0
f0808701,3054547,44785008,0,0,0,0,259,0,0,0
f0814049,3054547,51621854,0,0,0,0,354,0,0,0
f08240,3054547,47957336,0,0,0,0,325,0,0,0
f0845186,3054547,52275914,0,0,0,0,361,0,0,0
f094765,3054547,63483671,1,0,0,0,356,0,1,0
f09538,3054547,64174808,1,0,0,0,352,0,1,0
f01016248,3054548,64732331,1,0,0,0,359,0,1,0
f0102375,3054548,63059103,1,0,0,0,356,0,1,0
f01049739,3054548,51948677,0,0,0,0,356,0,0,0
f01050286,3054548,64194258,1,0,0,0,359,0,1,0
f01071282,3054548,34758899,0,0,0,0,129,0,0,0
f0107308,3054548,50400083,0,0,0,0,347,0,0,0
f01101298,3054548,64200750,1,0,0,0,359,0,1,0
f01101426,3054548,31307269,0,0,0,0,19,0,0,0
f01102936,3054548,52556764,0,0,0,0,360,0,0,0
f0111463,3054548,49501758,0,0,0,0,321,0,0,0
f01132083,3054548,84963075,1,0,0,0,361,0,1,0
f01154081,3054548,65125807,1,0,0,0,361,0,1,0
f01165159,3054548,53840589,0,0,0,0,357,0,0,0
f01212159,3054548,72427768,1,0,0,0,356,0,1,0
f01219294,3054548,36609247,0,0,0,0,147,0,0,0
f01228008,3054548,109869705,1,0,0,16,361,0,1,0
f0124944,3054548,50729692,0,0,0,0,351,0,0,0
f01259059,3054548,37270300,0,0,0,0,145,0,0,0
f01273431,3054548,48591145,0,0,0,0,299,0,0,0
f01279864,3054548,52850467,0,0,0,0,359,0,0,0
f0128580,3054548,50222224,0,0,0,0,349,0,0,0
f01372569,3054548,41293399,0,0,0,0,206,0,0,0
f0143162,3054548,62935728,1,0,0,0,353,0,1,0
f0144756,3054548,31364482,0,0,0,0,94,0,0,0
f0152224,3054548,51410491,0,0,0,0,357,0,0,0
f0153040,3054548,51344303,0,0,0,0,356,0,0,0
f0155467,3054548,63315537,1,0,0,0,355,0,1,0
f01680940,3054548,66764192,4,0,0,0,361,0,1,0
f01778189,3054548,69838360,1,0,0,0,359,0,1,0
f01782175,3054548,47940725,0,0,0,0,288,0,0,0
f01782222,3054548,52460937,0,0,0,0,349,0,0,0
f01800826,3054548,64670231,1,0,0,0,353,0,1,0
f01804295,3054548,66633700,3,0,0,0,360,0,1,0
f01815008,3054548,65218175,1,0,0,0,359,0,1,0
f01823110,3054548,65165024,1,0,0,0,359,0,1,0
f01846893,3054548,55594018,0,0,0,0,311,0,0,0
f01861612,3054548,53385463,0,0,0,0,356,0,0,0
f01863339,3054548,54361168,0,0,0,0,360,0,0,0
f01867066,3054548,119384380,1,0,1,0,360,0,1,0
f01877259,3054548,66990552,1,0,0,0,360,0,1,0
f01879327,3054548,116469628,2,0,2,0,361,0,1,0
