Address,Height,TotalGas,x1,x2,x3,x4,x5,x6,x7,x8
f0419944,3054848,64398940,1,0,0,0,361,0,1,0
f0433690,3054848,66594233,3,0,0,0,361,0,1,0
f0433892,3054848,29174592,0,0,0,0,62,0,0,0
f0488851,3054848,64348635,2,0,0,0,360,0,1,0
f0488887,3054848,64751665,1,0,0,0,361,0,1,0
f0508988,3054848,49139406,0,0,0,0,325,0,0,0
f054267,3054848,33970113,0,0,0,0,136,0,0,0
f0676183,3054848,52520069,0,0,0,0,357,0,0,0
f0678781,3054848,63066718,1,0,0,0,351,0,1,0
f0694172,3054848,38201942,0,0,0,0,183,0,0,0
f081977,3054848,64204487,1,0,0,0,360,0,1,0
f082001,3054848,44494400,0,0,0,0,272,0,0,0
f089186,3054848,40080116,0,0,0,0,187,0,0,0
f010088,3054849,107653495,1,0,0,0,360,6,1,0
f0101021,3054849,67983026,6,0,0,0,361,0,1,0
f01063833,3054849,63828060,1,0,0,0,357,0,1,0
f01084913,3054849,64576827,1,0,0,0,354,0,1,0
f01099312,3054849,63301497,1,0,0,0,350,0,1,0
f01107192,3054849,49476878,0,0,0,0,321,0,0,0
f01114827,3054849,66248867,2,0,0,0,361,0,1,0
f0111499,3054849,51250430,0,0,0,0,361,0,0,0
f0112679,3054849,48449058,0,0,0,0,327,0,0,0
f01128468,3054849,52083072,0,0,0,0,358,0,0,0
f01137297,3054849,32993538,0,0,0,0,106,0,0,0
f0114868,3054849,62960276,1,0,0,0,358,0,1,0
f01152731,3054849,51774319,0,0,0,0,353,0,0,0
f01154901,3054849,49519516,0,0,0,0,322,0,0,0
f01157027,3054849,52855084,0,0,0,0,357,0,0,0
f01160571,3054849,41780772,0,0,0,0,220,0,0,0
f01167426,3054849,66469171,3,0,0,0,361,0,1,0
f01172955,3054849,46091322,0,0,0,0,275,0,0,0
f01178469,3054849,64554559,1,0,0,0,360,0,1,0
f01188117,3054849,52760774,0,0,0,0,359,0,0,0
f01213121,3054849,52251437,0,0,0,0,354,0,0,0
f01229322,3054849,42242805,1,0,0,0,67,0,1,0
f0126037,3054849,40767688,0,0,0,0,222,0,0,0
f01269623,3054849,52811557,0,0,0,0,360,0,0,0
f01283930,3054849,24756232,0,0,0,0,0,0,0,0
f0129976,3054849,50832649,0,0,0,0,353,0,0,0
f0130134,3054849,50362798,0,0,0,0,347,0,0,0
f01384077,3054849,54593100,0,0,0,0,360,0,0,0
f01386812,3054849,66736452,3,0,0,0,361,0,1,0
f01387247,3054849,51499097,0,0,0,0,341,0,0,0
f0143907,3054849,51426899,0,0,0,0,360,0,0,0
f01462978,3054849,57369978,0,0,0,0,351,0,0,0
f0158133,3054849,63518670,1,0,0,0,359,0,1,0
f01693299,3054849,66661344,2,0,0,0,361,0,1,0
f01760526,3054849,65467655,2,0,0,0,360,0,1,0
f01769760,3054849,53946971,0,0,0,0,361,0,0,0
f01790067,3054849,53241843,0,0,0,0,358,0,0,0
f01801091,3054849,53179670,0,0,0,0,357,0,0,0
f01814314,3054849,58219395,0,0,0,0,356,0,0,0
f01846793,3054849,65592686,1,0,0,0,361,0,1,0
f01858258,3054849,102633003,1,0,0,7,361,0,1,0
f01858429,3054849,58460720,0,0,0,0,361,0,0,0
f01883427,3054849,26483081,0,0,0,0,0,0,0,0
f01887654,3054849,55145591,0,0,0,0,361,0,0,0
f01889668,3054849,67524001,1,0,0,0,361,0,1,0
f01931245,3054849,29126479,0,0,0,0,35,0,0,0
f01938671,3054849,122252366,2,0,0,20,361,0,1,0
f01984586,3054849,68261386,1,0,0,0,361,0,1,0
f01994962,3054849,55088158,0,0,0,0,361,0,0,0
f02104858,3054849,109339927,1,0,0,16,361,0,1,0
f02129132,3054849,27567754,0,0,0,0,0,0,0,0
f02148382,3054849,53548027,0,0,0,0,361,0,0,0
f02223170,3054849,141761819,0,0,0,18,360,0,0,0
f0393135,3054849,51942521,0,0,0,0,361,0,0,0
f0423050,3054849,30564850,0,0,0,0,84,0,0,0
f0429122,3054849,34072823,0,0,0,0,128,0,0,0
f0447106,3054849,38387926,0,0,0,0,187,0,0,0
f0465477,3054849,64365107,1,0,0,0,360,0,1,0
f0498920,3054849,69259074,1,0,0,0,361,0,1,0
f0671982,3054849,53170024,0,0,0,0,361,0,0,0
f0730353,3054849,50743609,0,0,0,0,346,0,0,0
f0832131,3054849,63845827,1,0,0,0,359,0,1,0
f0833793,3054849,29493910,0,0,0,0,65,0,0,0
f083729,3054849,109963942,6,0,0,0,361,0,1,0
f0839448,3054849,51865707,0,0,0,0,359,0,0,0
f0848972,3054849,51743169,0,0,0,0,356,0,0,0
f0883206,3054849,43532136,0,0,0,0,247,0,0,0
f01049102,3054850,64362762,1,0,0,0,360,0,1,0
f0106438,3054850,63331918,1,0,0,0,359,0,1,0
f01075517,3054850,47182612,0,0,0,0,300,0,0,0
f01085801,3054850,52157981,0,0,0,0,356,0,0,0
f01087561,3054850,65377884,1,0,0,0,361,0,1,0
f01088688,3054850,35161090,0,0,0,0,128,0,0,0
f01111112,3054850,76819322,1,0,0,0,351,0,1,0
f0112887,3054850,64116117,1,0,0,0,361,0,1,0
f01146660,3054850,64689974,1,0,0,0,361,0,1,0
f01170399,3054850,28168082,0,0,0,0,37,0,0,0
f01171440,3054850,52560430,0,0,0,0,358,0,0,0
f01213126,3054850,43152883,0,0,0,0,230,0,0,0
f01215328,3054850,52702746,0,0,0,0,360,0,0,0
f0124554,3054850,63275999,1,0,0,0,357,0,1,0
f0126039,3054850,48274227,0,0,0,0,316,0,0,0
f01268426,3054850,57727320,0,0,0,0,358,0,0,0
f0127352,3054850,50674368,0,0,0,0,347,0,0,0
f01285363,3054850,52838928,0,0,0,0,359,0,0,0
f0135467,3054850,88922748,9,0,0,0,361,0,1,0
f0135738,3054850,47676623,0,0,0,0,300,0,0,0
f01384193,3054850,38210877,0,0,0,0,166,0,0,0
f01423801,3054850,67277680,3,0,0,0,361,0,1,0
f01472022,3054850,52850752,0,0,0,0,357,0,0,0
f0154988,3054850,64143141,1,0,0,0,360,0,1,0
f015767,3054850,64103382,1,0,0,0,361,0,1,0
f015885,3054850,52729864,0,0,0,0,309,0,0,0
f01603232,3054850,65233900,1,0,0,0,352,0,1,0
f01727648,3054850,67573532,4,0,0,0,361,0,1,0
f01777082,3054850,52116150,0,0,0,0,345,0,0,0
f01809873,3054850,40270208,0,0,0,0,193,0,0,0
f01812971,3054850,71152735,2,0,0,0,361,0,1,0
f01826997,3054850,53463067,0,0,0,0,360,0,0,0
f01828096,3054850,66969484,1,0,0,0,361,0,1,0
f01829137,3054850,66043964,1,0,0,0,357,0,1,0
f01833090,3054850,67077894,3,0,0,0,361,0,1,0
f01845667,3054850,54717820,0,0,0,0,360,0,0,0
f01852564,3054850,53375389,0,0,0,0,357,0,0,0
f01854758,3054850,52565553,0,0,0,0,346,0,0,0
f01883537,3054850,67039028,1,0,0,0,361,0,1,0
f01924258,3054850,66823739,1,0,0,0,361,0,1,0
f01933917,3054850,66980004,1,0,0,0,361,0,1,0
f019362,3054850,42836858,0,0,0,0,249,0,0,0
f01938223,3054850,66794660,1,0,0,0,361,0,1,0
f01946991,3054850,66118138,1,0,0,0,361,0,1,0
f01953925,3054850,58198710,0,0,0,1,331,0,0,0
f01981059,3054850,54443930,0,0,0,0,361,0,0,0
f01998430,3054850,54635611,0,0,0,0,361,0,0,0
f02007892,3054850,66645147,1,0,0,0,360,0,1,0
f02035238,3054850,68732666,1,0,0,0,360,0,1,0
f02101629,3054850,52583130,0,0,0,0,361,0,0,0
f02131881,3054850,65686504,1,0,0,0,360,0,1,0
f02190076,3054850,53682311,0,0,0,0,361,0,0,0
f0220632,3054850,56554538,0,0,0,0,358,0,0,0
f02215422,3054850,52501441,0,0,0,0,344,0,0,0
f02216186,3054850,53895285,0,0,0,0,361,0,0,0
f02230375,3054850,52380739,0,0,0,0,351,0,0,0
f022352,3054850,53695408,0,0,0,0,361,0,0,0
f0227684,3054850,40894337,0,0,0,0,209,0,0,0
f0229437,3054850,67948918,1,0,0,0,360,0,1,0
f023981,3054850,24341587,0,0,0,0,8,0,0,0
f0397794,3054850,63868759,1,0,0,0,359,0,1,0
f0419945,3054850,66676095,1,0,0,0,361,0,1,0
f0506630,3054850,51333753,0,0,0,0,350,0,0,0
f0519331,3054850,64169216,1,0,0,0,361,0,1,0
f0521831,3054850,65138631,1,0,0,0,359,0,1,0
f054418,3054850,42565231,0,0,0,0,244,0,0,0
f0567567,3054850,25938668,0,0,0,0,9,0,0,0
f0693765,3054850,51821310,0,0,0,0,355,0,0,0
f0694999,3054850,34645506,0,0,0,0,127,0,0,0
f0712676,3054850,38824847,0,0,0,0,185,0,0,0
f097777,3054850,63121282,0,0,0,3,360,0,0,0
f0101020,3054851,65621202,14,0,0,0,361,0,1,0
f01114928,3054851,52628636,0,0,0,0,360,0,0,0
f0112087,3054851,64081617,2,0,0,0,361,0,1,0
f01125511,3054851,63802482,1,0,0,0,361,0,1,0
f01127529,3054851,51257140,0,0,0,0,352,0,0,0
f0112781,3054851,46017819,0,0,0,0,293,0,0,0
f01131751,3054851,52414693,0,0,0,0,304,0,0,0
f01169724,3054851,44026202,0,0,0,0,245,0,0,0
f01175000,3054851,51806630,0,0,0,0,357,0,0,0
f01193812,3054851,49410512,0,0,0,0,317,0,0,0
f01201505,3054851,51105127,0,0,0,0,346,0,0,0
f01211859,3054851,64298488,1,0,0,0,360,0,1,0
f01217139,3054851,64194178,1,0,0,0,359,0,1,0
f01218186,3054851,65476830,3,0,0,0,361,0,1,0
f0123261,3054851,80483196,13,0,0,0,361,0,1,0
f01234567,3054851,54481541,0,0,0,0,361,0,0,0
f0127618,3054851,24803629,0,0,0,0,2,0,0,0
f01341608,3054851,36995811,0,0,0,0,158,0,0,0
f01357002,3054851,65055015,2,0,0,0,360,0,1,0
f01390323,3054851,65028458,1,0,0,0,360,0,1,0
f01399133,3054851,66617080,3,0,0,0,360,0,1,0
f01401612,3054851,52514885,0,0,0,0,360,0,0,0
f01580651,3054851,73916966,1,0,0,0,361,0,1,0
f01658594,3054851,67318404,3,0,0,0,361,0,1,0
f01698865,3054851,66677507,1,0,0,0,361,0,1,0
f01706666,3054851,52711293,0,0,0,0,358,0,0,0
f01726489,3054851,69137310,1,0,0,0,353,0,1,0
f01760657,3054851,35462700,0,0,0,0,130,0,0,0
f01819592,3054851,53609847,0,0,0,0,361,0,0,0
f01854772,3054851,223902318,1,0,0,41,361,0,1,0
f01877656,3054851,67872601,4,0,0,0,361,0,1,0
f01889619,3054851,52995013,0,0,0,0,357,0,0,0
f01900787,3054851,53820710,0,0,0,0,361,0,0,0
f01902269,3054851,53227905,0,0,0,0,361,0,0,0
f01953944,3054851,53418553,0,0,0,0,361,0,0,0
f01981571,3054851,66313479,1,0,0,0,361,0,1,0
f01985611,3054851,54563854,0,0,0,0,361,0,0,0
f02025335,3054851,66559662,1,0,0,0,361,0,1,0
f02127257,3054851,58491359,0,0,0,0,361,0,0,0
f02129337,3054851,54539069,0,0,0,0,360,0,0,0
f02192588,3054851,53436483,0,0,0,0,357,0,0,0
f02224253,3054851,54265668,0,0,0,0,361,0,0,0
f022289,3054851,25496780,0,0,0,0,26,0,0,0
f02230309,3054851,54180918,0,0,0,0,350,0,0,0
f02235221,3054851,54983356,0,0,0,0,360,0,0,0
f02405,3054851,62992981,1,0,0,0,357,0,1,0
f0242420,3054851,66791549,5,0,0,0,361,0,1,0
f0391439,3054851,34631268,0,0,0,0,139,0,0,0
f0441020,3054851,37552946,0,0,0,0,116,0,0,0
f0511318,3054851,51313639,0,0,0,0,358,0,0,0
f0717289,3054851,64746028,1,0,0,0,361,0,1,0
f0731150,3054851,50136344,0,0,0,0,342,0,0,0
f0750779,3054851,64545132,1,0,0,0,361,0,1,0
f0753959,3054851,40084189,0,0,0,0,207,0,0,0
f0813083,3054851,32836506,0,0,0,0,114,0,0,0
f082617,3054851,62909288,1,0,0,0,357,0,1,0
f0842171,3054851,67002885,2,0,0,0,361,0,1,0
f090999,3054851,59443613,1,0,0,0,290,0,1,0
f091927,3054851,43703285,0,0,0,0,251,0,0,0
f01028902,3054852,114805585,1,0,1,0,359,0,1,0
f010305,3054852,45431722,0,0,0,0,264,0,0,0
f01052991,3054852,51154022,0,0,0,0,356,0,0,0
f01054527,3054852,25297848,0,0,0,0,10,0,0,0
f01076644,3054852,63843409,1,0,0,0,361,0,1,0
f01105825,3054852,63916815,1,0,0,0,361,0,1,0
f0110768,3054852,62814910,1,0,0,0,355,0,1,0
f0111175,3054852,41455235,0,0,0,0,226,0,0,0
f01111831,3054852,64458869,1,0,0,0,360,0,1,0
f01114595,3054852,66075518,1,0,0,0,358,0,1,0
f01122339,3054852,65250021,1,0,0,0,361,0,1,0
f01127273,3054852,29871099,0,0,0,0,67,0,0,0
f01129528,3054852,44773451,0,0,0,0,263,0,0,0
f01132656,3054852,64508833,2,0,0,0,361,0,1,0
f01158684,3054852,52327328,0,0,0,0,361,0,0,0
f01169592,3054852,52063671,0,0,0,0,357,0,0,0
f01210575,3054852,32341385,0,0,0,0,96,0,0,0
f01228018,3054852,65818381,1,0,0,0,360,0,1,0
f01254435,3054852,50133946,0,0,0,0,330,0,0,0
f01258894,3054852,64397760,1,0,0,0,357,0,1,0
f01308863,3054852,41104331,0,0,0,0,210,0,0,0
f0131419,3054852,61899743,1,0,0,0,344,0,1,0
f01361064,3054852,63455566,1,0,0,0,351,0,1,0
f01402814,3054852,64636299,1,0,0,0,360,0,1,0
f01439088,3054852,51576098,0,0,0,0,346,0,0,0
f01461725,3054852,51405655,0,0,0,0,345,0,0,0
f01479628,3054852,50437406,0,0,0,0,330,0,0,0
f01491738,3054852,66037949,2,0,0,0,361,0,1,0
f01594224,3054852,68747134,6,0,0,0,361,0,1,0
f01597362,3054852,51447462,0,0,0,0,333,0,0,0
f01730218,3054852,66769667,3,0,0,0,361,0,1,0
f01732188,3054852,53175841,0,0,0,0,361,0,0,0
f01737175,3054852,52959640,0,0,0,0,359,0,0,0
f01769576,3054852,64873512,1,0,0,0,358,0,1,0
f01771508,3054852,53808174,0,0,0,0,361,0,0,0
f01782100,3054852,52923894,0,0,0,0,356,0,0,0
f01822679,3054852,65230689,1,0,0,0,359,0,1,0
f01824635,3054852,53209743,0,0,0,0,358,0,0,0
f01828908,3054852,53301455,0,0,0,0,359,0,0,0
f01834291,3054852,76777135,1,0,0,7,361,0,1,0
f01848682,3054852,53397347,0,0,0,0,358,0,0,0
f01859603,3054852,230600642,2,0,0,60,361,0,1,0
f01896422,3054852,54022246,0,0,0,0,360,0,0,0
f01914268,3054852,54691545,0,0,0,0,361,0,0,0
f01969339,3054852,66653830,1,0,0,0,361,0,1,0
f02122364,3054852,53807771,0,0,0,0,361,0,0,0
f02190189,3054852,53786800,0,0,0,0,360,0,0,0
f0223104,3054852,63312444,1,0,0,0,360,0,1,0
f02239302,3054852,26635647,0,0,0,0,0,0,0,0
f02422,3054852,101007718,4,0,0,36,361,0,1,0
f0396732,3054852,50798557,0,0,0,0,353,0,0,0
f0406703,3054852,51273008,0,0,0,0,358,0,0,0
f0419414,3054852,63342547,1,0,0,0,359,0,1,0
f0440919,3054852,80997898,6,0,0,0,361,0,1,0
f0502948,3054852,24270445,0,0,0,0,1,0,0,0
f056227,3054852,63960908,3,0,0,0,360,0,1,0
f0704966,3054852,32080846,0,0,0,0,105,0,0,0
f0705704,3054852,51772062,0,0,0,0,360,0,0,0
f0723604,3054852,50334775,0,0,0,0,343,0,0,0
f073448,3054852,50718928,0,0,0,0,354,0,0,0
f01021317,3054853,52089891,0,0,0,0,360,0,0,0
f01044086,3054853,65510393,2,0,0,0,361,0,1,0
f01045784,3054853,24110304,0,0,0,0,0,0,0,0
f01051301,3054853,45975200,0,0,0,0,276,0,0,0
f01055821,3054853,41518301,0,0,0,0,218,0,0,0
f01077777,3054853,52328722,0,0,0,0,360,0,0,0
f01100914,3054853,25549150,0,0,0,0,7,0,0,0
f01106276,3054853,65735936,1,0,0,0,361,0,1,0
f01122640,3054853,52512937,0,0,0,0,361,0,0,0
f0112691,3054853,45674323,0,0,0,0,292,0,0,0
f01138209,3054853,32490975,0,0,0,0,96,0,0,0
f01156228,3054853,52031610,0,0,0,0,355,0,0,0
f01157868,3054853,65957887,2,0,0,0,361,0,1,0
f01168710,3054853,24625330,0,0,0,0,0,0,0,0
f0118837,3054853,23482319,0,0,0,0,0,0,0,0
f01193207,3054853,51093380,0,0,0,0,327,0,0,0
f01203143,3054853,64931334,1,0,0,0,360,0,1,0
f01203550,3054853,52482421,0,0,0,0,356,0,0,0
f01224379,3054853,65356965,2,0,0,0,360,0,1,0
f01227883,3054853,53259955,0,0,0,0,361,0,0,0
f0123245,3054853,56457134,0,0,0,0,361,0,0,0
f01272340,3054853,38882166,0,0,0,0,175,0,0,0
f01353593,3054853,53280491,0,0,0,0,360,0,0,0
f0135859,3054853,26040574,0,0,0,0,22,0,0,0
f01402069,3054853,52489937,0,0,0,0,352,0,0,0
f01516894,3054853,52082510,0,0,0,0,347,0,0,0
f0156207,3054853,51618294,0,0,0,0,358,0,0,0
f01618031,3054853,111388844,1,0,0,0,353,1059,1,0
f01641612,3054853,66315744,1,0,0,0,361,0,1,0
f0164291,3054853,48625082,0,0,0,0,318,0,0,0
f01652333,3054853,100689423,1,1,0,0,360,0,1,1
f01715238,3054853,65032275,1,0,0,0,358,0,1,0
f01720359,3054853,53797094,0,0,0,0,360,0,0,0
f01740679,3054853,65039560,1,0,0,0,354,0,1,0
f01773162,3054853,67774593,4,0,0,0,360,0,1,0
f01784916,3054853,50415103,0,0,0,0,320,0,0,0
f01806466,3054853,53212259,0,0,0,0,355,0,0,0
f01868918,3054853,53404850,0,0,0,0,357,0,0,0
f01877571,3054853,54795236,0,0,0,0,361,0,0,0
f01879880,3054853,66723185,1,0,0,0,361,0,1,0
f01882035,3054853,66711961,1,0,0,0,361,0,1,0
f01893023,3054853,54916123,0,0,0,0,361,0,0,0
f01915033,3054853,67305946,1,0,0,0,361,0,1,0
f01942480,3054853,50916686,0,0,0,0,334,0,0,0
f01953985,3054853,65885204,1,0,0,0,361,0,1,0
f01997834,3054853,54187560,0,0,0,0,361,0,0,0
f02022254,3054853,53680437,0,0,0,0,355,0,0,0
f02031264,3054853,54189895,0,0,0,0,361,0,0,0
f02034729,3054853,54832254,0,0,0,0,360,0,0,0
f02085608,3054853,73126016,2,0,0,0,360,0,1,0
f02099116,3054853,179812181,0,0,0,50,361,0,0,0
f02118066,3054853,52524858,0,0,0,0,360,0,0,0
f02227726,3054853,53734012,0,0,0,0,361,0,0,0
f032824,3054853,59169361,0,0,0,2,355,0,0,0
f033356,3054853,50838142,0,0,0,0,355,0,0,0
f033463,3054853,50998483,0,0,0,0,356,0,0,0
f034592,3054853,49784465,0,0,0,0,340,0,0,0
f0364987,3054853,45724265,0,0,0,0,282,0,0,0
f0417910,3054853,65049388,1,0,0,0,357,0,1,0
f0451936,3054853,51905413,0,0,0,0,360,0,0,0
f0469168,3054853,30759492,0,0,0,0,81,0,0,0
f060805,3054853,70920278,5,0,0,0,361,0,1,0
f065941,3054853,63110787,1,0,0,0,359,0,1,0
f066790,3054853,63465200,2,0,0,0,359,0,1,0
f0745192,3054853,64575581,1,0,0,0,361,0,1,0
f0763337,3054853,52071530,0,0,0,0,360,0,0,0
f078465,3054853,48299786,0,0,0,0,319,0,0,0
f0813992,3054853,51782627,0,0,0,0,356,0,0,0
f0840040,3054853,63909680,1,0,0,0,358,0,1,0
f0103851,3054854,69910162,2,0,0,0,361,0,1,0
f01069894,3054854,25394602,0,0,0,0,1,0,0,0
f0107656,3054854,80436409,1,0,0,0,360,0,1,0
f01098835,3054854,64665367,1,0,0,0,360,0,1,0
f01099739,3054854,52496705,0,0,0,0,354,0,0,0
f01100187,3054854,66372275,2,0,0,0,359,0,1,0
f0110762,3054854,33607190,0,0,0,0,123,0,0,0
f01114926,3054854,72193317,7,0,0,0,361,0,1,0
f01115279,3054854,32175898,0,0,0,0,89,0,0,0
f01115949,3054854,100723001,3,1,0,0,360,0,1,1
f0112075,3054854,34210870,0,0,0,0,133,0,0,0
f01123833,3054854,64696101,1,0,0,0,359,0,1,0
f01126768,3054854,48349374,0,0,0,0,304,0,0,0
f01138496,3054854,32925880,0,0,0,0,96,0,0,0
f01159190,3054854,30820818,0,0,0,0,67,0,0,0
f01174958,3054854,38035113,0,0,0,0,160,0,0,0
f01186659,3054854,52788456,0,0,0,0,356,0,0,0
f01207041,3054854,46402918,0,0,0,0,273,0,0,0
f01214563,3054854,44050236,0,0,0,0,240,0,0,0
f01223124,3054854,51905991,0,0,0,0,342,0,0,0
f01227383,3054854,67585538,5,0,0,0,361,0,1,0
f01235249,3054854,53551138,0,0,0,0,359,0,0,0
f01251000,3054854,66186626,2,0,0,0,361,0,1,0
f01274011,3054854,79016373,2,0,0,23,361,0,1,0
f01279,3054854,28265044,0,0,0,0,57,0,0,0
f01284467,3054854,65063276,1,0,0,0,357,0,1,0
f0130727,3054854,67403039,5,0,0,0,360,0,1,0
f0131901,3054854,51405653,0,0,0,0,354,0,0,0
f0134285,3054854,51003133,0,0,0,0,347,0,0,0
f01348517,3054854,68807050,2,0,0,0,360,0,1,0
f01349435,3054854,65534687,1,0,0,0,360,0,1,0
f0135758,3054854,63739796,1,0,0,0,357,0,1,0
f0135779,3054854,51972055,0,0,0,0,358,0,0,0
f01398391,3054854,54406124,0,0,0,0,357,0,0,0
f01422501,3054854,53678203,0,0,0,0,359,0,0,0
f0145874,3054854,50220687,0,0,0,0,335,0,0,0
f0147119,3054854,64095842,1,0,0,0,359,0,1,0
f0151487,3054854,52174346,0,0,0,0,359,0,0,0
f01620831,3054854,51466066,0,0,0,0,329,0,0,0
f01639032,3054854,53324266,0,0,0,0,353,0,0,0
f01660052,3054854,53148578,0,0,0,0,356,0,0,0
f01660795,3054854,75519040,3,0,0,0,361,0,1,0
f01702971,3054854,53693812,0,0,0,0,356,0,0,0
f01703733,3054854,66049177,1,0,0,0,359,0,1,0
f01754403,3054854,70030295,6,0,0,0,361,0,1,0
f01757717,3054854,55245156,0,0,0,0,354,0,0,0
f01788199,3054854,65268894,1,0,0,0,360,0,1,0
f01829181,3054854,52743374,0,0,0,0,361,0,0,0
f01835533,3054854,43234042,0,0,0,0,238,0,0,0
f01843749,3054854,53170784,0,0,0,0,360,0,0,0
f01852677,3054854,66541098,2,0,0,0,361,0,1,0
f01885290,3054854,52679427,0,0,0,0,360,0,0,0
f01889910,3054854,66438790,1,0,0,0,361,0,1,0
f01895913,3054854,65921790,1,0,0,0,361,0,1,0
f019074,3054854,66165140,3,0,0,0,361,0,1,0
f01912098,3054854,52899924,0,0,0,0,361,0,0,0
f01924350,3054854,65947939,1,0,0,0,361,0,1,0
f01934613,3054854,52595201,0,0,0,0,355,0,0,0
f01968604,3054854,119836565,0,0,0,2,360,0,0,0
f02024863,3054854,66212357,1,0,0,0,361,0,1,0
f02027141,3054854,51915924,0,0,0,0,346,0,0,0
f02031042,3054854,53911202,0,0,0,0,361,0,0,0
f02041586,3054854,65247885,1,0,0,0,361,0,1,0
f02045167,3054854,53278880,0,0,0,0,361,0,0,0
f02057985,3054854,54368315,0,0,0,0,361,0,0,0
f02058976,3054854,53233289,0,0,0,0,359,0,0,0
f02105010,3054854,54138556,0,0,0,0,361,0,0,0
f02126978,3054854,25302484,0,0,0,0,0,0,0,0
f0222674,3054854,31190592,0,0,0,0,82,0,0,0
f02250267,3054854,26243187,0,0,0,0,0,0,0,0
f02620,3054854,50899488,0,0,0,0,340,0,0,0
f030347,3054854,97427436,4,0,0,0,361,0,1,0
f034258,3054854,51686007,0,0,0,0,361,0,0,0
f0403529,3054854,46355298,0,0,0,0,217,0,0,0
f0429063,3054854,35995203,0,0,0,0,144,0,0,0
f0443480,3054854,38694287,0,0,0,0,179,0,0,0
f0466405,3054854,52111018,0,0,0,0,342,0,0,0
f048669,3054854,31168096,0,0,0,0,94,0,0,0
f0520666,3054854,31878210,0,0,0,0,87,0,0,0
f0709325,3054854,47860566,0,0,0,0,301,0,0,0
f0766177,3054854,52534211,0,0,0,0,360,0,0,0
f081078,3054854,23339062,0,0,0,0,0,0,0,0
f081984,3054854,65707129,1,0,0,0,359,0,1,0
f082635,3054854,78893149,1,0,0,0,361,0,1,0
f085435,3054854,47413021,0,0,0,0,306,0,0,0
f089228,3054854,34041210,0,0,0,0,129,0,0,0
f091999,3054854,51404330,0,0,0,0,357,0,0,0
f096133,3054854,63541058,1,0,0,0,358,0,1,0
f01065930,3054855,25892927,0,0,0,0,10,0,0,0
f01070395,3054855,26822904,0,0,0,0,25,0,0,0
f01082277,3054855,65670489,1,0,0,0,360,0,1,0
f01086350,3054855,64324133,1,0,0,0,360,0,1,0
f01095973,3054855,66371443,3,0,0,0,361,0,1,0
f01098119,3054855,64209015,1,0,0,0,359,0,1,0
f01111118,3054855,66423717,1,0,0,0,360,0,1,0
f01114589,3054855,49743319,0,0,0,0,326,0,0,0
f01128213,3054855,30610206,0,0,0,0,69,0,0,0
f01170291,3054855,51818131,0,0,0,0,351,0,0,0
f01172521,3054855,64455557,1,0,0,0,358,0,1,0
f01174977,3054855,51785488,0,0,0,0,340,0,0,0
f01208042,3054855,49621891,0,0,0,0,308,0,0,0
f01208526,3054855,30436083,0,0,0,0,66,0,0,0
f01228000,3054855,81376737,2,0,0,16,361,0,1,0
f01228015,3054855,52956286,0,0,0,0,360,0,0,0
f0125863,3054855,46097970,0,0,0,0,294,0,0,0
f01304462,3054855,64708576,1,0,0,0,360,0,1,0
f01319368,3054855,77517131,0,0,0,3,361,0,0,0
f01323287,3054855,64406798,1,0,0,0,356,0,1,0
f0132618,3054855,65387500,3,0,0,0,361,0,1,0
f01345523,3054855,66331407,2,0,0,0,361,0,1,0
f01387459,3054855,39511845,0,0,0,0,184,0,0,0
f01457108,3054855,65866712,2,0,0,0,361,0,1,0
f01502887,3054855,52316485,0,0,0,0,349,0,0,0
f0151341,3054855,62829813,1,0,0,0,353,0,1,0
f0158265,3054855,51294501,0,0,0,0,356,0,0,0
f01588,3054855,52926686,0,0,0,0,361,0,0,0
f0160870,3054855,120492382,2,0,2,0,361,0,1,0
f01609999,3054855,72248935,1,0,0,0,360,0,1,0
f0162385,3054855,36825414,0,0,0,0,166,0,0,0
f01713397,3054855,65914949,2,0,0,0,359,0,1,0
f01736668,3054855,66173586,3,0,0,0,361,0,1,0
f01780906,3054855,72942690,6,0,0,0,361,0,1,0
f01781097,3054855,53478544,0,0,0,0,361,0,0,0
f01821627,3054855,67770894,7,0,0,0,361,0,1,0
f01866438,3054855,70531538,1,0,0,0,360,0,1,0
f01866675,3054855,66147743,2,0,0,0,360,0,1,0
f01870967,3054855,65594005,1,0,0,0,360,0,1,0
f01874748,3054855,68430010,3,0,0,0,360,0,1,0
f01883596,3054855,44931651,0,0,0,0,247,0,0,0
f01893992,3054855,53833018,0,0,0,0,344,0,0,0
f01918123,3054855,53348697,0,0,0,0,353,0,0,0
f01919535,3054855,55123078,0,0,0,0,361,0,0,0
f01923304,3054855,66297088,1,0,0,0,361,0,1,0
f01944347,3054855,66699416,1,0,0,0,359,0,1,0
f01946104,3054855,67182488,1,0,0,0,361,0,1,0
f01956198,3054855,53821345,0,0,0,0,345,0,0,0
f01984576,3054855,70123101,1,0,0,0,361,0,1,0
f01996719,3054855,53612412,0,0,0,0,361,0,0,0
f02015198,3054855,25145198,0,0,0,0,0,0,0,0
f02030031,3054855,53631943,0,0,0,0,361,0,0,0
f02115248,3054855,52373888,0,0,0,0,357,0,0,0
f02125983,3054855,24555669,0,0,0,0,0,0,0,0
f02129771,3054855,53882035,0,0,0,0,360,0,0,0
f02195153,3054855,73684420,0,0,0,5,360,0,0,0
